datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
11/07/2020,24.1,12.1,18.4,24.1,12.1,18.4,8.9,54.4,0.3,100,4.17,rain,0,0,31.7,33.5,17.9,1022,84.4,14,199.9,17.4,7,,2021-08-15T07:17:17,2021-08-15T20:04:22,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76675399999,76679399999,MMCB,76680099999,remote,MMTO,76675099999,MMMX"
12/07/2020,26.7,11.1,18.4,26.3,11.1,18.4,9.9,60.8,5.429,100,20.83,rain,0,0,28.8,18.3,8.3,1022,70.7,12.8,285.9,24.8,9,,2021-08-16T07:17:33,2021-08-16T20:03:40,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,76675099999,MMMX,MMTO"
13/07/2020,26,7.1,17.5,26,7.1,17.5,8.1,59.2,0.752,100,4.17,rain,0,0,37.1,22.3,52.7,1022.5,52.9,14.5,284.4,24.3,10,,2021-08-17T07:17:49,2021-08-17T20:02:58,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMMX,MMTO,76675099999"
14/07/2020,27,10,19,26.4,10,19,10.7,61.3,8.43,100,16.67,rain,0,0,32.8,46.3,346.7,1020.4,54,12.1,274.2,23.8,10,,2021-08-18T07:18:05,2021-08-18T20:02:15,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,76675099999,MMTO,MMMX"
15/07/2020,24.9,12.1,19.2,24.9,12.1,19.2,11.1,61.8,27.202,100,16.67,rain,0,0,36.4,22.2,45.8,1017.8,64.3,12.8,277.3,24.2,9,,2021-08-19T07:18:21,2021-08-19T20:01:32,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMTO,MMMX,76675099999"
16/07/2020,25.9,9,18.7,25.9,9,18.7,9.2,58,4.146,100,12.5,rain,0,0,43.2,27.6,127.5,1021.6,45.9,10.3,314.1,27,10,,2021-08-20T07:18:36,2021-08-20T20:00:48,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMMX,76675099999,MMTO"
17/07/2020,26,9.1,17.6,26,9.1,17.6,8.3,58.5,0.028,100,8.33,rain,0,0,31,34.3,82.8,1023.9,50.1,11.7,300.1,25.9,10,,2021-08-21T07:18:51,2021-08-21T20:00:03,0.47,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMTO,MMMX,76675099999"
18/07/2020,26,12.4,18.1,26,12.4,18.1,9.2,59.4,0.4,100,4.17,rain,0,0,29.9,14.8,35.1,1018.2,50.3,11.3,286.1,24.7,10,,2021-08-22T07:19:06,2021-08-22T19:59:17,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76675399999,76679399999,76680099999,MMCB,remote,MMMX,76675099999,MMTO"
19/07/2020,29,8.1,17.5,28.3,8,17.4,9.5,61.9,0.7,100,16.67,rain,0,0,34.2,20.5,341.3,1015.9,43.9,10.8,260.1,22.4,9,,2021-08-23T07:19:20,2021-08-23T19:58:31,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,MMTO,76675099999"
20/07/2020,26,7,17.2,26,7,17.2,9,62.6,0,0,0,,0,0,42.8,25.5,6.5,1021.6,67.3,11,233.1,19.9,9,,2021-08-24T07:19:34,2021-08-24T19:57:45,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,76675099999,MMTO,MMMX"
21/07/2020,26,12.1,19.1,26,12.1,19.1,10.3,61.2,4.569,100,29.17,rain,0,0,38.5,25.9,30.6,1016.1,78.2,13.9,264.5,22.6,9,,2021-08-25T07:19:48,2021-08-25T19:56:57,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMTO,MMMX,76675099999"
22/07/2020,25.5,11.1,17.1,25.5,11.1,17.1,10.4,67.5,45.5,100,25,rain,0,0,33.5,29.8,61.3,1019.2,77.1,9.7,260.4,22.5,9,,2021-08-26T07:20:02,2021-08-26T19:56:10,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,76675099999,MMTO,MMMX"
23/07/2020,25,13.1,18.1,25,13.1,18.1,10.4,63.7,0.118,100,8.33,rain,0,0,38.2,27.1,69,1021.7,68.1,9.1,274,23.5,9,,2021-08-27T07:20:16,2021-08-27T19:55:21,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76675399999,76679399999,MMCB,76680099999,remote,76675099999,MMTO,MMMX"
24/07/2020,26,11.1,18.4,26,11.1,18.4,10.4,62.4,1.59,100,8.33,rain,0,0,45.4,31.7,53,1021.5,71,11.9,258.1,22.4,9,,2021-08-28T07:20:29,2021-08-28T19:54:32,0.7,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,76675099999,MMMX,MMTO"
25/07/2020,25.1,10.1,17.1,25.1,10.1,17.1,10.4,67,6.3,100,16.67,rain,0,0,28.4,14.7,146.8,1019.8,66.4,9.2,273.7,23.8,9,,2021-08-29T07:20:42,2021-08-29T19:53:43,0.73,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"76675399999,76679399999,76680099999,MMCB,remote,MMTO,MMMX,76675099999"
26/07/2020,24,12.8,17.9,24,12.8,17.9,11.4,67.2,0.498,100,8.33,rain,0,0,25.2,33,168,1018.7,85.1,12.2,184,15.8,8,,2021-08-30T07:20:55,2021-08-30T19:52:53,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"76675399999,76679399999,MMCB,76680099999,remote,76675099999,MMTO,MMMX"
27/07/2020,24.3,10.4,18.4,24.3,10.4,18.4,10.5,62.3,25,100,4.17,rain,0,0,22.3,27.7,111,1018.3,58.9,14.1,205.4,17.8,7,,2021-08-31T07:21:08,2021-08-31T19:52:03,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,remote,76675099999,MMTO,MMMX"
28/07/2020,26,12,18.2,26,12,18.2,11.2,65.7,0.204,100,8.33,rain,0,0,36,37.1,151.2,1018.3,76.5,13.8,224.5,19.4,8,,2021-09-01T07:21:21,2021-09-01T19:51:12,0.83,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,MMMX,76675099999,MMTO"
29/07/2020,23.1,11.1,16.9,23.1,11.1,16.9,11.4,71.5,18.602,100,12.5,rain,0,0,40,22.3,86.9,1019.8,86,11.3,199.5,17.2,8,,2021-09-02T07:21:33,2021-09-02T19:50:21,0.86,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,MMMX,MMTO,76675099999"
30/07/2020,24.4,13.1,17.9,24.4,13.1,17.9,12,71.5,0.894,100,8.33,rain,0,0,30.2,13,48.9,1018.7,70.8,11,254.4,22,9,,2021-09-03T07:21:45,2021-09-03T19:49:30,0.89,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMMX,76675099999,MMTO"
31/07/2020,28,11,17.1,29.2,11,17.1,12.1,74.3,10.74,100,16.67,rain,0,0,24.8,22.2,112.5,1019.7,72.4,10.7,219,18.9,9,,2021-09-04T07:21:57,2021-09-04T19:48:38,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMTO,76675099999,MMMX"
01/08/2020,23.1,12.1,16.9,23.1,12.1,16.9,12.2,75.9,1.376,100,12.5,rain,0,0,31.3,22.3,351.2,1021.8,84.7,9,219.5,18.9,9,,2021-09-05T07:22:09,2021-09-05T19:47:46,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76675399999,76679399999,76680099999,MMCB,remote,MMMX,76675099999,MMTO"
02/08/2020,27,11.1,17.2,27.4,11.1,17.2,12.5,75.5,40.667,100,20.83,rain,0,0,34.6,37.1,18.2,1021.1,81.1,9.1,230.7,20,8,,2021-09-06T07:22:21,2021-09-06T19:46:53,0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,MMTO,MMMX,76675099999"
03/08/2020,28,12,17.5,28.5,12,17.6,12.6,73.9,0.228,100,8.33,rain,0,0,28.4,24.1,348.5,1021.7,80.7,9.9,211,18.2,9,,2021-09-07T07:22:33,2021-09-07T19:46:01,0.02,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMMX,76675099999,MMTO"
04/08/2020,24.2,11.7,17.7,24.2,11.7,17.7,12,72.4,11.009,100,8.33,rain,0,0,33.8,16.6,324.1,1021.5,88.2,8.6,219.9,19.1,8,,2021-09-08T07:22:45,2021-09-08T19:45:08,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,MMTO,76675099999,MMMX"
05/08/2020,26,12.1,18.7,26,12.1,18.7,10.3,62.2,2.952,100,12.5,rain,0,0,32.4,31.6,39.5,1022.8,67.3,11.2,273.7,23.7,10,,2021-09-09T07:22:56,2021-09-09T19:44:15,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMMX,76675099999,MMTO"
06/08/2020,24.8,11.1,17.4,24.8,11.1,17.4,10.8,67.2,5.333,100,12.5,rain,0,0,37.1,25.5,36.3,1020.3,72.7,11.5,270.5,23.3,10,,2021-09-10T07:23:08,2021-09-10T19:43:21,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,MMTO,76675099999,MMMX"
07/08/2020,25.1,10.1,18.9,25.1,10.1,18.9,9.4,56.8,0,0,0,,0,0,42.8,33.5,21.9,1019.3,56.3,16.4,257.6,22.4,9,,2021-09-11T07:23:19,2021-09-11T19:42:27,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMMX,76675099999,MMTO"
08/08/2020,22.9,13.1,17.6,22.9,13.1,17.6,10.9,66.5,3.5,100,4.17,rain,0,0,36.7,25.4,12.3,1021.2,68.4,14.6,177.9,15.3,8,,2021-09-12T07:23:31,2021-09-12T19:41:34,0.2,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"76675399999,76679399999,MMCB,76680099999,remote,MMTO,76675099999,MMMX"
09/08/2020,23.1,12.1,16.8,23.1,12.1,16.8,12.1,75.9,10.769,100,20.83,rain,0,0,24.1,18.4,338.4,1023.1,74.3,10.6,223.7,19.3,8,,2021-09-13T07:23:42,2021-09-13T19:40:40,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,MMMX,MMTO,76675099999"
10/08/2020,23.3,11.1,16.9,23.3,11.1,16.9,11.5,72.5,1.629,100,12.5,rain,0,0,34.2,24,331.3,1021.4,78.8,11.5,234.3,20.1,8,,2021-09-14T07:23:54,2021-09-14T19:39:46,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,MMTO,76675099999,MMMX"
11/08/2020,28,12.4,17.7,28.5,12.4,17.7,12.6,74.6,9.718,100,16.67,rain,0,0,38.9,24.1,286.6,1017.6,77.8,11.4,250.8,21.6,9,,2021-09-15T07:24:05,2021-09-15T19:38:52,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMTO,76675099999,MMMX"
12/08/2020,22.1,12,16.5,22.1,12,16.5,10.7,70.6,3,100,4.17,rain,0,0,32.4,18.4,141,1018.9,88.1,10.7,176.5,15.2,7,,2021-09-16T07:24:16,2021-09-16T19:37:57,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"76675399999,76679399999,76680099999,MMCB,remote,MMTO,MMMX,76675099999"
13/08/2020,25,11.1,17.7,25,11.1,17.7,5.7,49.4,0.4,100,12.5,rain,0,0,30.2,29.4,46.5,1020.9,72.5,14.9,189.5,16.4,7,,2021-09-17T07:24:28,2021-09-17T19:37:03,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76675399999,76679399999,MMCB,76680099999,remote,MMSM,MMMX,76675099999,MMTO"
14/08/2020,26.9,10.1,16.5,27,10.1,16.5,9.7,67.2,0.902,100,8.33,rain,0,0,30.2,36.2,29.2,1020.7,70.7,9.5,249.6,21.6,10,,2021-09-18T07:24:39,2021-09-18T19:36:09,0.42,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMTO,76675099999,MMMX"
15/08/2020,23.1,7,15.4,23.1,7,15.4,9.9,72,0.112,100,8.33,rain,0,0,36,18.2,287.2,1019.7,72.9,10.3,251.1,21.8,10,,2021-09-19T07:24:51,2021-09-19T19:35:15,0.45,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76675399999,76679399999,76680099999,MMCB,remote,MMMX,MMTO,76675099999"
16/08/2020,24,10.1,16.9,24,10.1,16.9,10.4,68.7,4.192,100,4.17,rain,0,0,26.6,20.1,357.6,1019.8,70.6,11.7,217,18.6,9,,2021-09-20T07:25:02,2021-09-20T19:34:20,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,MMTO,MMMX,76675099999"
17/08/2020,28,7.6,16.2,27.8,7.6,16.2,10,68.7,2.162,100,12.5,rain,0,0,40.6,20.5,67.3,1022.2,62.1,12.6,258.8,22.3,9,,2021-09-21T07:25:14,2021-09-21T19:33:26,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMMX,MMTO,76675099999"
18/08/2020,23,11.1,16.1,23,11.1,16.1,10.7,72.8,6.424,100,25,rain,0,0,25.2,20.5,54.2,1022.7,76.7,10.6,239.1,20.6,9,,2021-09-22T07:25:26,2021-09-22T19:32:32,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMTO,76675099999,MMMX"
19/08/2020,24.1,10.1,17.1,24.1,10.1,17.1,10.7,68.5,2.711,100,20.83,rain,0,0,25.6,25.5,45.8,1020.5,86,9.8,205.5,17.8,8,,2021-09-23T07:25:38,2021-09-23T19:31:38,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,76675099999,MMTO,MMMX"
20/08/2020,23.9,11,17,23.9,11,17,11.3,71.3,0.1,100,4.17,rain,0,0,33.1,14.7,16.5,1015.4,68.6,10.4,202.4,17.6,8,,2021-09-24T07:25:50,2021-09-24T19:30:44,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,MMTO,MMMX,76675099999"
21/08/2020,25.1,13,19,25.1,13,19,10.8,62.6,3.1,100,8.33,rain,0,0,32,27.7,49.2,1014.7,59.9,10.9,271.3,23.5,9,,2021-09-25T07:26:02,2021-09-25T19:29:51,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76726099999,76679399999,76680099999,remote,MMTO,76675099999"
22/08/2020,28,8.1,18.5,30,8.1,18.6,10.4,62.6,0,0,0,,0,0,41,18.1,29.3,1016.6,34.1,11.2,290.3,25,10,,2021-09-26T07:26:14,2021-09-26T19:28:57,0.68,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"76675399999,76679399999,76680099999,remote,76675099999,MMTO,MMMX"
23/08/2020,24.9,12.1,17.8,24.9,12.1,17.8,8.1,57.5,0.1,100,4.17,rain,0,0,39.6,26.3,16.9,1015.4,41,13.2,272.7,23.7,10,,2021-09-27T07:26:27,2021-09-27T19:28:04,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76726099999,76679399999,76680099999,MMCB,remote,76675099999,MMMX,MMTO"
24/08/2020,25,9.7,16.9,25,9.7,16.9,11.6,72.1,0.054,100,8.33,rain,0,0,44.6,20.5,350.6,1016,80.2,10,163.9,14.1,7,,2021-09-28T07:26:40,2021-09-28T19:27:11,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,remote,MMMX,76675099999,MMTO"
25/08/2020,26,12.6,16.8,26,12.6,16.8,12.5,76.3,0.849,100,12.5,rain,0,0,33.5,16.6,343.7,1016.7,85.8,11.7,136.5,11.8,6,,2021-09-29T07:26:53,2021-09-29T19:26:18,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"76726099999,76675399999,76680099999,MMCB,remote,MMSM,76675099999,MMMX,MMTO"
26/08/2020,27,11.1,17.4,27.4,11.1,17.4,11.8,71.9,8.721,100,16.67,rain,0,0,34.6,33.3,52.7,1012.5,67.8,14.2,218,18.9,8,,2021-09-30T07:27:06,2021-09-30T19:25:25,0.81,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,76675099999,MMTO,MMMX"
27/08/2020,24,13.1,17.4,24,13.1,17.4,13,76.4,4.306,100,12.5,rain,0,0,22.3,20.5,196.5,1015.6,71,12.6,196.4,17.1,9,,2021-10-01T07:27:19,2021-10-01T19:24:33,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76726099999,76675399999,76679399999,MMCB,76680099999,MMTO,76675099999,MMMX"
28/08/2020,25.9,12,17.9,25.9,12,17.9,11.6,69.3,1.011,100,12.5,rain,0,0,28.1,37.1,356.7,1019.6,77.3,11,237.8,20.5,8,,2021-10-02T07:27:33,2021-10-02T19:23:41,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,MMCB,76680099999,MMTO,MMMX,76675099999"
29/08/2020,24,13.1,17.8,24,13.1,17.8,12,71,1.6,100,4.17,rain,0,0,19.1,22.3,105.4,1017.5,74.7,10.5,221.4,19,8,,2021-10-03T07:27:47,2021-10-03T19:22:49,0.91,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"76675399999,76679399999,MMCB,76680099999,remote,MMMX,76675099999,MMTO"
30/08/2020,27,11.7,18.3,27.9,11.7,18.4,11.5,67.5,0.2,100,4.17,rain,0,0,31.3,23.8,171.7,1016.9,82.7,15.9,275.1,23.9,9,,2021-10-04T07:28:01,2021-10-04T19:21:58,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMMX,MMTO,76675099999"
31/08/2020,27,9.1,17.8,27.4,8,17.8,10.7,66.8,1.199,100,12.5,rain,0,0,21.6,21.9,132.3,1018.5,69.6,14.2,271.6,23.5,10,,2021-10-05T07:28:16,2021-10-05T19:21:08,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,76675099999,MMTO,MMMX"
01/09/2020,26,9,18.3,26,9,18.3,11.3,66.4,0.5,100,8.33,rain,0,0,23,20.1,73.4,1019,54.7,13,274.7,23.8,10,,2021-10-06T07:28:30,2021-10-06T19:20:17,0,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,MMTO,76675099999,MMMX"
02/09/2020,27,10.1,19.5,27.4,10.1,19.4,9.6,56.4,2.332,100,4.17,rain,0,0,34.6,31.3,20.8,1017.2,35.9,14.3,294.5,25.4,10,,2021-10-07T07:28:46,2021-10-07T19:19:27,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMMX,76675099999,MMTO"
03/09/2020,27,11,18.5,26.2,11,18.4,8.3,56.3,0,0,0,,0,0,46.8,31.2,29.5,1017.4,41.3,12.9,301.7,26.2,10,,2021-10-08T07:29:01,2021-10-08T19:18:38,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMTO,76675099999,MMMX"
04/09/2020,22.9,12.1,17.4,22.9,12.1,17.4,9.1,59.2,0.1,100,4.17,rain,0,0,48.2,31.7,17.8,1018.5,67.8,15.5,217.4,18.8,9,,2021-10-09T07:29:17,2021-10-09T19:17:49,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,76675099999,MMTO,MMMX"
05/09/2020,19,12.3,15.8,19,12.3,15.8,10.5,71.5,1.003,100,8.33,rain,0,0,31,25.6,29.2,1019.7,82.2,11.7,146.6,12.5,7,,2021-10-10T07:29:33,2021-10-10T19:17:01,0.15,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"76675399999,76679399999,76680099999,MMCB,remote,MMTO,76675099999,MMMX"
06/09/2020,22.1,11.6,16.6,22.1,11.6,16.6,10.9,71.2,2.4,100,8.33,rain,0,0,34.6,24.1,8.3,1020.7,88.3,13.4,152.9,13.1,7,,2021-10-11T07:29:50,2021-10-11T19:16:13,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,76675099999,MMMX,MMTO"
07/09/2020,24,10.7,16.8,24,10.7,16.8,11.1,71.1,28.5,100,12.5,rain,0,0,25.9,29.3,48.6,1016.8,75.8,12.2,176,15.4,7,,2021-10-12T07:30:07,2021-10-12T19:15:26,0.25,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMTO,76675099999,MMMX"
08/09/2020,24.9,12.1,18.1,24.9,12.1,18.1,11.7,67.9,0.2,100,4.17,rain,0,0,23,38.7,114.9,1013.7,77.5,10.9,240.1,20.6,8,,2021-10-13T07:30:25,2021-10-13T19:14:39,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,76675099999,MMTO,MMMX"
09/09/2020,26,12.1,18.7,26,12.1,18.7,12.1,67.9,0.2,100,8.33,rain,0,0,26.3,18.4,137.4,1016.1,88,11.4,227.6,19.7,8,,2021-10-14T07:30:43,2021-10-14T19:13:53,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMTO,MMMX,76675099999"
10/09/2020,24,11.1,17.6,24,11.1,17.6,12.7,74.1,10.258,100,16.67,rain,0,0,37.1,27.7,63.1,1018.6,82.8,11,179,15.6,6,,2021-10-15T07:31:01,2021-10-15T19:13:08,0.33,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMMX,76675099999,MMTO"
11/09/2020,26,12.1,17.7,26,12.1,17.7,11.7,69.6,6.702,100,12.5,rain,0,0,31.3,25.4,339.9,1020,77.8,11.8,193.6,16.7,8,,2021-10-16T07:31:20,2021-10-16T19:12:24,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMTO,MMMX,76675099999"
12/09/2020,23.5,12.2,17.4,23.5,12.2,17.4,11.7,71.9,4.962,100,16.67,rain,0,0,27.7,14.7,22.7,1018,92,8.9,218.7,19,8,,2021-10-17T07:31:39,2021-10-17T19:11:40,0.4,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76675399999,76679399999,76680099999,MMCB,remote,76675099999,MMTO,MMMX"
13/09/2020,21.9,11.1,17,21.9,11.1,17,10.5,67.9,5.341,100,4.17,rain,0,0,46.8,27.5,16.2,1018.3,59.3,11.9,227.1,19.7,8,,2021-10-18T07:31:59,2021-10-18T19:10:57,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMTO,MMMX,76675099999"
14/09/2020,21.4,9.1,16.6,21.4,7.6,16.5,10.3,68,1,100,16.67,rain,0,0,30.6,22.1,4.4,1019,50.4,11,197.8,17,7,,2021-10-19T07:32:19,2021-10-19T19:10:15,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,76675099999,MMTO"
15/09/2020,25,10.1,17.7,25,10.1,17.7,11.6,71,1.714,100,16.67,rain,0,0,25.6,27.3,7.2,1020.9,82.5,11.2,204.7,17.9,8,,2021-10-20T07:32:40,2021-10-20T19:09:33,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMTO,MMMX,76675099999"
16/09/2020,25,13.1,17.1,25,13.1,17.1,12.7,77.1,15.252,100,20.83,rain,0,0,40.7,18.3,6,1019.2,87.4,8.2,168.4,14.4,7,,2021-10-21T07:33:01,2021-10-21T19:08:52,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMTO,MMMX,76675099999"
17/09/2020,26,13,18.1,26,13,18.1,12.3,70.6,8.6,100,8.33,rain,0,0,28.1,22.3,31.1,1017,73.8,11.4,158.3,13.7,7,,2021-10-22T07:33:23,2021-10-22T19:08:13,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMTO,76675099999"
18/09/2020,22,11.6,16,22,11.6,16,12.1,78.3,6.335,100,25,rain,0,0,29.5,16.6,14.6,1019.9,93,10.7,132.3,11.4,6,,2021-10-23T07:33:45,2021-10-23T19:07:34,0.6,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMTO,76675099999,MMMX"
19/09/2020,18.4,11.1,14.9,18.4,11.1,14.9,11,78.1,1.493,100,12.5,rain,0,0,29.2,22.3,353,1020,84.7,10.7,125.1,10.8,5,,2021-10-24T07:34:08,2021-10-24T19:06:56,0.63,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76675399999,76679399999,MMCB,76680099999,remote,MMTO,76675099999,MMMX"
