datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
01/01/2020,24.1,12.9,17.4,24.1,12.9,17.4,6.4,50.4,0,0,0,,0,0,58.3,31.7,162.5,1018.2,24,12.9,218.9,19,8,,2021-02-04T07:10:08,2021-02-04T18:31:07,0.75,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,MMCB,76680099999,MMMX,76675099999,MMTO"
02/01/2020,22,10,15.8,22,7.7,15.7,5.8,53.7,0,0,0,,0,0,69.5,31.5,182,1014.3,59.8,15.5,171.9,14.8,7,,2021-02-05T07:09:45,2021-02-05T18:31:39,0.78,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,76675099999,MMMX"
03/01/2020,25,2.1,14.8,25,2.1,14.7,1.7,44.1,0,0,0,,0,0,28.8,22.3,141.8,1019.3,71.2,15.6,185.1,15.9,7,,2021-02-06T07:09:21,2021-02-06T18:32:11,0.82,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMTO,MMMX,76675099999"
04/01/2020,18,0.7,10.7,18,0.7,10.4,2.2,57.7,0,0,0,,0,0,35.3,15.5,1.9,1025,37.2,9.1,206.1,17.9,8,,2021-02-07T07:08:56,2021-02-07T18:32:43,0.86,Clear,Clear conditions throughout the day.,clear-day,"76675399999,76679399999,MMCB,76680099999,remote,MMMX,76675099999,MMTO"
05/01/2020,23,2.9,12,23,0.4,11.1,-2.6,42.2,0,0,0,,0,0,26.6,11.2,39.5,1027.9,11.4,15,226.2,19.6,8,,2021-02-08T07:08:30,2021-02-08T18:33:14,0.89,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,MMTO,MMMX,76675099999"
06/01/2020,23.9,0,12.7,23.9,0,12.4,-1.4,43.9,0,0,0,,0,0,19.1,14.8,34.6,1024.1,16.1,10.1,232.1,20.1,8,,2021-02-09T07:08:02,2021-02-09T18:33:44,0.93,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,76675099999,MMTO"
07/01/2020,24,5.9,13.6,24,3.9,13.5,-4.4,32.5,0,0,0,,0,0,33.8,18.4,7.4,1025.7,44,14,232.5,20.1,8,,2021-02-10T07:07:34,2021-02-10T18:34:14,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMTO,MMMX,76675099999"
08/01/2020,21.2,2.8,11.8,21.2,1.2,11.5,1.5,53.3,0,0,0,,0,0,23.4,24.1,105.5,1024.8,14.9,9,227.9,19.7,8,,2021-02-11T07:07:04,2021-02-11T18:34:43,0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"MMCB,remote,MMMX,MMTO"
09/01/2020,25,1.1,13.5,25,-1.4,13.3,1,46.9,0,0,0,,0,0,24.1,22.3,127.3,1022.8,21.5,10,232.6,20.1,8,,2021-02-12T07:06:34,2021-02-12T18:35:12,0.03,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"MMCB,remote,MMTO,MMMX"
10/01/2020,24.1,2.1,14,24.1,2.1,13.7,2.5,49.6,0,0,0,,0,0,33.8,22.3,179.9,1018.4,10.6,12.7,235.8,20.4,8,,2021-02-13T07:06:02,2021-02-13T18:35:41,0.06,Clear,Clear conditions throughout the day.,clear-day,"76675399999,76679399999,76680099999,MMCB,remote,76675099999,MMTO,MMMX"
11/01/2020,23,0.6,15.4,23,0.6,15.4,1.1,41.5,0,0,0,,0,0,30.2,20.5,152.8,1019.8,30.5,14.4,235.9,20.5,9,,2021-02-14T07:05:30,2021-02-14T18:36:08,0.09,Clear,Clear conditions throughout the day.,clear-day,"76675399999,76679399999,MMCB,remote,MMMX,76675099999,MMTO"
12/01/2020,23.9,2.1,14.7,23.9,2.1,14.5,3.1,51.3,0,0,0,,0,0,24.5,14.8,63.5,1022,36.2,10.9,231.6,20,8,,2021-02-15T07:04:57,2021-02-15T18:36:36,0.13,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,76680099999,MMCB,76675099999,MMTO,MMMX"
13/01/2020,23.1,8.9,15.7,23.1,8.4,15.6,4.6,50.4,0,0,0,,0,0,24.1,14.8,89.2,1022.6,18.1,12.8,226.5,19.5,8,,2021-02-16T07:04:22,2021-02-16T18:37:03,0.16,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMTO,76675099999,MMMX"
14/01/2020,24.2,4.1,14.4,24.2,4.1,14.3,5.8,61,0,0,0,,0,0,28.8,24.1,130.6,1021.5,38.9,9.7,235.3,20.3,9,,2021-02-17T07:03:47,2021-02-17T18:37:29,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,76675099999,MMMX,MMTO"
15/01/2020,24.5,1,15.8,24.5,1,15.8,7.2,60.2,0,0,0,,0,0,22,18.2,93.5,1020.3,41.4,10.3,214.4,18.4,8,,2021-02-18T07:03:11,2021-02-18T18:37:55,0.22,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMTO,76675099999"
16/01/2020,28,4.1,14.5,26.9,4.1,14.5,6.6,64.1,0,0,0,,0,0,36,18.3,31.2,1020.2,68.2,9.5,189.1,16.2,8,,2021-02-19T07:02:34,2021-02-19T18:38:20,0.25,Clear,Clear conditions throughout the day.,clear-day,"76675399999,MMCB,remote,76675099999,MMTO,MMMX"
17/01/2020,22,3.1,14.6,22,1,14.5,5,57.5,0,0,0,,0,0,28.8,14.8,122.5,1021.9,51.3,12.4,204.3,17.5,8,,2021-02-20T07:01:56,2021-02-20T18:38:45,0.29,Clear,Clear conditions throughout the day.,clear-day,"MMCB,remote,MMTO,MMMX"
18/01/2020,22.3,4,14.4,22.3,4,14.3,6.2,60.9,0.1,100,4.17,rain,0,0,28.8,14.5,346.3,1020.2,69.1,10.5,185,16.1,7,,2021-02-21T07:01:17,2021-02-21T18:39:09,0.32,Clear,Clear conditions throughout the day.,clear-day,"76679399999,MMCB,76680099999,remote,MMTO,76675099999"
19/01/2020,19.7,7.1,13.2,19.7,6.3,13.2,8.8,75.9,1.284,100,8.33,rain,0,0,33.5,20.8,17.5,1025.2,90.3,10.7,110.9,9.5,5,,2021-02-22T07:00:38,2021-02-22T18:39:33,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMTO,76675099999,MMMX"
20/01/2020,15.4,5.1,11,15.4,4,10.9,6.5,74.9,3.817,100,16.67,rain,0,0,26.6,18.4,350.2,1027.3,89.3,10.7,109.6,9.3,5,,2021-02-23T06:59:57,2021-02-23T18:39:57,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,MMMX,76675099999,MMTO"
21/01/2020,18.1,3.1,10.9,18.1,3.1,10.5,4.5,67.7,0,0,0,,0,0,22.3,15.4,54.1,1027.1,54.6,8.3,201.5,17.3,8,,2021-02-24T06:59:16,2021-02-24T18:40:19,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMTO,MMMX,76675099999"
22/01/2020,26,1.7,12.9,26,1.6,12.7,4.2,60.1,0,0,0,,0,0,26.3,24.9,233.8,1020.3,24.5,10.5,219.4,18.7,9,,2021-02-25T06:58:34,2021-02-25T18:40:42,0.45,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMMX,76675099999,MMTO"
23/01/2020,21,1.1,13.7,21,1,13.5,4.6,56.6,0.2,100,8.33,rain,0,0,26.3,18.3,288.2,1019,57.5,11.2,161.6,13.9,7,,2021-02-26T06:57:52,2021-02-26T18:41:04,0.48,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,76675099999,MMMX,MMTO"
24/01/2020,20.2,8.1,14.1,20.2,8.1,14.1,5.3,58.8,0.5,100,16.67,rain,0,0,27.7,20.1,267.1,1017.9,76.9,12.6,174.2,15.1,6,,2021-02-27T06:57:09,2021-02-27T18:41:26,0.5,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMMX,76675099999,MMTO"
25/01/2020,21.3,2.1,13.9,21.3,0.6,13.8,5.8,61.3,0,0,0,,0,0,36,25.6,140,1020.4,48.5,11.3,214.8,18.5,8,,2021-02-28T06:56:25,2021-02-28T18:41:47,0.55,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMTO,76675099999,MMMX"
26/01/2020,22,2.2,15.3,22,2.2,15.2,4.1,50.1,0,0,0,,0,0,37.1,20.4,22.6,1022.5,44.5,15.1,213.7,18.4,8,,2021-03-01T06:55:41,2021-03-01T18:42:08,0.59,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMMX,76675099999,MMTO"
27/01/2020,23.1,6.1,15.8,23.1,6.1,15.8,3.2,47.8,0,0,0,,0,0,37.1,24.2,269.6,1019.3,31.1,13.2,250.3,21.5,9,,2021-03-02T06:54:56,2021-03-02T18:42:28,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMMX,76675099999,MMTO"
28/01/2020,23.1,-2.2,13.6,23.1,-2.2,13.2,-2.6,39.6,0,0,0,,0,0,39.6,27.7,139.6,1017,39.2,15.9,254.6,22,9,,2021-03-03T06:54:10,2021-03-03T18:42:48,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMTO,MMMX,76675099999"
29/01/2020,23,2.1,14.7,23,2.1,14.5,0,39.3,0,0,0,,0,0,45,30.1,162.5,1017.5,26.2,13.9,253,21.8,9,,2021-03-04T06:53:24,2021-03-04T18:43:08,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMMX,76675099999,MMTO"
30/01/2020,22.9,3,14.3,22.9,3,14.1,-0.8,39.2,0,0,0,,0,0,50,27.7,258.1,1017.4,57.7,15.8,247.8,21.5,9,,2021-03-05T06:52:37,2021-03-05T18:43:27,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,76675099999,MMTO"
31/01/2020,28,6.6,15.8,26.8,6.3,15.7,3,44.4,0,0,0,,0,0,41.4,16.6,183.6,1016.2,62.4,17.5,232.8,20,9,,2021-03-06T06:51:50,2021-03-06T18:43:46,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76675399999,76679399999,MMCB,76680099999,remote,76675099999,MMTO,MMMX"
01/02/2020,22.1,4.4,13.8,22.1,4.4,13.7,5.5,60.1,0,0,0,,0,0,28.8,24.1,337.6,1021.6,81.7,10.2,183.4,15.8,6,,2021-03-07T06:51:03,2021-03-07T18:44:05,0.8,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMMX,MMTO,76675099999"
02/02/2020,21.2,8.1,14.3,21.2,7,14.2,5.6,59.4,0,0,0,,0,0,21.6,14.8,112.9,1023.6,83,10.1,164.3,14.3,7,,2021-03-08T06:50:15,2021-03-08T18:44:23,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,76675099999,MMMX,MMTO"
03/02/2020,21.1,7,14.9,21.1,5.9,14.8,5.3,54.7,0,0,0,,0,0,58.7,27.7,170.3,1020.2,65.3,15.6,216.2,18.7,8,,2021-03-09T06:49:26,2021-03-09T18:44:41,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,76675099999,MMTO,MMMX"
04/02/2020,23,6.1,16.2,23,6.1,16.2,6.7,56.5,0.301,100,4.17,rain,0,0,46.1,33,174.1,1020.2,70.2,16.2,203.1,17.6,8,,2021-03-10T06:48:38,2021-03-10T18:44:59,0.9,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMTO,MMMX,76675099999"
05/02/2020,22,9.2,14.9,22,8,14.8,7.7,63.4,1.903,100,12.5,rain,0,0,58.3,27.4,187.5,1016.2,64.7,15.9,120.3,10.5,4,,2021-03-11T06:47:48,2021-03-11T18:45:16,0.94,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,76675099999,MMTO,MMMX"
06/02/2020,24.1,7.4,17.1,24.1,6.4,16.9,0.6,41.6,0,0,0,,0,0,32.8,22.2,237.1,1016.9,59.9,18.3,250.1,21.6,9,,2021-03-12T06:46:59,2021-03-12T18:45:33,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,MMTO,MMMX,76675099999"
07/02/2020,28,4.9,15.4,26.8,3.3,15.1,2.1,47.8,0,0,0,,0,0,39.6,33.3,164.2,1014.8,75.1,12.8,259.8,22.5,9,,2021-03-13T06:46:09,2021-03-13T18:45:50,0,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,76675099999,MMTO,MMMX"
08/02/2020,26.1,8.1,17.6,26.1,7.9,17.6,1.5,38.9,0,0,0,,0,0,32.4,22.3,127,1019.2,47.4,14,264.6,23.1,9,,2021-03-14T06:45:19,2021-03-14T18:46:07,0.04,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,MMMX,MMTO,76675099999"
09/02/2020,26.1,5.9,16.9,26.1,4.9,16.8,3.7,45.5,0,0,0,,0,0,23.4,22.2,129.9,1019.2,0.1,14.8,259.8,22.5,9,,2021-03-15T06:44:29,2021-03-15T18:46:24,0.08,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"76675399999,76679399999,76680099999,MMCB,remote,MMTO,MMMX,76675099999"
10/02/2020,28,3.1,17.5,27.1,3.1,17.4,5.3,49.1,0,0,0,,0,0,24.1,22.3,101.6,1019,10.8,12.4,255.1,22.1,9,,2021-03-16T06:43:38,2021-03-16T18:46:40,0.11,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,MMTO,MMMX,76675099999"
11/02/2020,27.7,9.1,17.8,28,9.1,17.8,6.2,49.4,0,0,0,,0,0,32.4,25.9,166.4,1015.8,16.4,10.8,258.5,22.5,9,,2021-03-17T06:42:47,2021-03-17T18:46:56,0.14,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMMX,MMTO,76675099999"
12/02/2020,29,5.1,17.5,27.6,5.1,17.3,6.2,51.1,0,0,0,,0,0,39.6,22.3,184.7,1016.1,11.2,13.4,272,23.4,9,,2021-03-18T06:41:56,2021-03-18T18:47:12,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,MMTO,MMMX,76675099999"
13/02/2020,28,3,15.7,27.1,3,15.7,5.9,55.3,0,0,0,,0,0,34.9,20.1,130.9,1016.7,32.9,11.2,256.2,22.2,9,,2021-03-19T06:41:05,2021-03-19T18:47:28,0.21,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMMX,76675099999,MMTO"
14/02/2020,24.8,4.1,15.3,24.8,4.1,15.2,8.5,67.6,15.312,100,8.33,rain,0,0,25.2,25.7,91.2,1022.2,36.5,8.6,226.1,19.7,9,,2021-03-20T06:40:14,2021-03-20T18:47:44,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,76675099999,MMTO,MMMX"
15/02/2020,24.3,3,14.5,24.3,1.6,14.5,7.2,66.3,0,0,0,,0,0,27.7,18.2,22.1,1021.5,46.7,7.3,237.5,20.4,9,,2021-03-21T06:39:23,2021-03-21T18:47:59,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76675399999,76679399999,76680099999,MMCB,remote,MMMX,76675099999,MMTO"
16/02/2020,28,5.1,18.1,26.6,3.3,17.9,2.1,43,0,0,0,,0,0,34.2,24.2,17.6,1019.5,41.2,15.3,275.9,23.8,9,,2021-03-22T06:38:31,2021-03-22T18:48:15,0.3,Rain,Clear conditions throughout the day with afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMTO,MMMX,76675099999"
17/02/2020,30,3.1,17.8,28.3,1.7,17.5,1.9,41.2,0,0,0,,0,0,27.7,20.5,189.3,1016.5,10.2,13.5,283.5,24.4,10,,2021-03-23T06:37:40,2021-03-23T18:48:30,0.34,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,MMMX,76675099999,MMTO"
18/02/2020,31.9,3,20.3,29.8,1.6,19.9,0.4,32,0,0,0,,0,0,32.8,27.3,28.1,1014.9,0,15.3,282.5,24.3,10,,2021-03-24T06:36:49,2021-03-24T18:48:45,0.37,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,76675099999,MMTO,MMMX"
19/02/2020,28,3.9,18.4,26.6,3.9,18.2,-0.8,30.7,0,0,0,,0,0,27,14.8,347.3,1017.6,0.1,11.4,278.6,24.1,10,,2021-03-25T06:35:57,2021-03-25T18:49:01,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMMX,76675099999,MMTO"
20/02/2020,31,5.1,16.9,29.1,5.1,16.6,5,51.9,0,0,0,,0,0,46.4,27.7,18.5,1022.5,9.3,9.6,282.7,24.2,10,,2021-03-26T06:35:06,2021-03-26T18:49:16,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,MMCB,remote,76675099999,MMTO,MMMX"
21/02/2020,29,4.2,15.8,27.7,4.2,15.8,6.5,58.2,0,0,0,,0,0,36,27.7,314.2,1024.3,37.5,11.2,244.1,21.2,10,,2021-03-27T06:34:14,2021-03-27T18:49:31,0.47,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,MMCB,remote,MMMX,MMTO"
22/02/2020,25,4.1,15.6,25,2.9,15.2,5.9,56.7,0,0,0,,0,0,27,20,82.5,1025.5,19.8,11.1,234.2,20.2,8,,2021-03-28T06:33:23,2021-03-28T18:49:46,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76675399999,76679399999,MMCB,remote,MMTO,MMMX"
23/02/2020,27.9,6.1,17.8,26.6,6.1,17.7,4.6,47.7,0.4,100,4.17,rain,0,0,23.4,19.9,159.9,1021.1,15.1,10.8,262.8,22.9,10,,2021-03-29T06:32:32,2021-03-29T18:50:01,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,MMCB,remote,MMMX,MMTO"
24/02/2020,28,5,20,26.8,3.9,19.8,5.4,41.7,0,0,0,,0,0,55.4,29.5,140.7,1016.4,15.2,11.7,274.6,23.6,10,,2021-03-30T06:31:41,2021-03-30T18:50:17,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76675399999,76679399999,MMCB,remote,MMTO,MMMX"
25/02/2020,25.9,4.9,18.2,25.9,4.9,18.1,3.7,41.6,0,0,0,,0,0,46.4,35,200.1,1013.7,27.1,13.7,288.3,24.9,10,,2021-03-31T06:30:50,2021-03-31T18:50:32,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,MMCB,remote,MMTO,MMMX"
26/02/2020,29,3.1,15.7,27.7,1.7,15.5,4.2,48.6,0,0,0,,0,0,37.1,33.5,83,1018.1,21.4,12.1,228,19.7,8,,2021-04-01T06:29:59,2021-04-01T18:50:47,0.64,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"76675399999,76679399999,MMCB,remote,MMTO,MMMX"
27/02/2020,24,4,14.1,24,0.6,13.1,4,54,0,0,0,,0,0,28.8,29.5,98.2,1022.3,40.9,10.9,232.5,20.1,8,,2021-04-02T06:29:08,2021-04-02T18:51:02,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"76675399999,76679399999,MMCB,remote,MMTO,MMMX"
28/02/2020,26.1,9.5,18.1,26.1,9.5,18.1,4.4,43,0,0,0,,0,0,30.2,27.7,342.3,1021.9,30.9,11.9,266.2,23,10,,2021-04-03T06:28:18,2021-04-03T18:51:18,0.71,Clear,Clear conditions throughout the day.,clear-day,"76675399999,76679399999,MMCB,remote,MMMX,MMTO"
29/02/2020,27,6.3,17.3,26.1,5.8,17,2.6,42.3,0,0,0,,0,0,39.2,22.1,52,1024.3,4.2,12,280.6,24.2,10,,2021-04-04T07:27:28,2021-04-04T19:51:33,0.75,Clear,Clear conditions throughout the day.,clear-day,"76675399999,76679399999,MMCB,remote,MMTO"
01/03/2020,28.2,8.8,18.9,27.1,7.8,18.7,4.8,43.8,4.7,100,4.17,rain,0,0,32.4,19.1,156.4,1019.8,24.4,12.8,271,23.4,9,,2021-04-05T07:26:38,2021-04-05T19:51:49,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76675399999,76679399999,MMCB,remote,MMTO,MMMX"
02/03/2020,34,6,19,31.8,6,18.9,6.4,49,0,0,0,,0,0,38.9,27.7,178.7,1017.5,29.6,11.7,245.1,21.3,8,,2021-04-06T07:25:49,2021-04-06T19:52:04,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,MMTO,76675099999,MMMX"
03/03/2020,26.1,9,19.3,26.1,9,19.3,4.6,41.2,0,0,0,,0,0,50,27.7,192.6,1016.7,3.7,14.2,290.3,25,10,,2021-04-07T07:24:59,2021-04-07T19:52:20,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"76675399999,76679399999,MMCB,remote,MMTO,MMMX"
04/03/2020,27,4.1,18.3,26.4,4.1,18.2,3.4,41.5,0,0,0,,0,0,32,24.1,182.1,1015.9,34,13.1,299.5,25.8,10,,2021-04-08T07:24:11,2021-04-08T19:52:36,0.88,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"76675399999,76679399999,MMCB,remote,MMMX,MMTO"
05/03/2020,27,3.1,18.3,26.1,1.7,18.1,3.9,41.7,0,0,0,,0,0,33.8,22.3,340.2,1019.5,64.5,11.9,286.3,24.8,10,,2021-04-09T07:23:22,2021-04-09T19:52:52,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"76675399999,76679399999,76680099999,MMCB,remote,MMTO,76675099999,MMMX"
06/03/2020,21,7.3,13,21,5.9,12.6,5.9,64.9,0,0,0,,0,0,42.8,19.1,9.7,1024.1,77.9,7.9,267.1,23.2,10,,2021-04-10T07:22:34,2021-04-10T19:53:08,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"76675399999,76679399999,76680099999,MMCB,76675099999,MMMX,MMTO"
07/03/2020,26,6.1,15.4,26,4.6,14.8,4,52.3,0,0,0,,0,0,42.8,25.7,349.7,1024.7,74.2,8,277.4,23.9,10,,2021-04-11T07:21:46,2021-04-11T19:53:24,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76675399999,76679399999,MMCB,76680099999,remote,MMTO,MMMX,76675099999"
08/03/2020,25.6,5,15.9,25.6,5,15.8,4.6,51.9,3,100,8.33,rain,0,0,30.2,21.6,48.1,1019.8,58.2,10.4,293.6,25.2,10,,2021-04-12T07:20:59,2021-04-12T19:53:41,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76675399999,76679399999,MMCB,76680099999,remote,76675099999,MMTO,MMMX"
09/03/2020,27.2,4.1,17.1,26.6,2.9,16.9,4.1,48.3,0,0,0,,0,0,25.9,25.9,112.2,1024.2,40.5,10.1,291.2,25.2,10,,2021-04-13T07:20:12,2021-04-13T19:53:58,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76675399999,76679399999,76680099999,MMCB,remote,MMTO,MMMX,76675099999"
10/03/2020,27,6.6,17.9,26.2,6.6,17.8,6.2,51.1,6.009,100,8.33,rain,0,0,31,19,14.2,1023.8,54,9.2,273.8,23.5,10,,2021-04-14T07:19:26,2021-04-14T19:54:14,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76675399999,76679399999,76680099999,MMCB,remote,76675099999,MMMX,MMTO"
11/03/2020,28,9.4,17.7,27.1,9.4,17.6,6,52,0,0,0,,0,0,34.2,23.9,332.7,1021.4,68.1,10.1,251.7,21.9,9,,2021-04-15T07:18:40,2021-04-15T19:54:31,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMTO,MMMX,76675099999"
12/03/2020,27.5,9.9,19.9,27,9.9,19.8,4.6,39.3,24.056,100,8.33,rain,0,0,46.4,27.3,42.4,1015.8,40,11.8,255.6,22,10,,2021-04-16T07:17:55,2021-04-16T19:54:49,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76675399999,76679399999,MMCB,MMMX,MMTO,76675099999"
13/03/2020,29,10.5,20,27.4,10.5,19.9,5.3,41.5,4.8,100,8.33,rain,0,0,31.3,20.1,328.1,1017.8,58.5,11,255.1,21.9,9,,2021-04-17T07:17:10,2021-04-17T19:55:06,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76675399999,76679399999,76680099999,MMCB,remote,MMMX,MMTO,76675099999"
14/03/2020,28.3,10.8,19,27.8,10.8,18.9,6.6,49.1,0,0,0,,0,0,36,20.5,276.7,1020.3,44.1,11.7,278,24.1,10,,2021-04-18T07:16:26,2021-04-18T19:55:24,0.22,Clear,Clear conditions throughout the day.,clear-day,"76675399999,76679399999,MMCB,76680099999,remote,MMMX,76675099999,MMTO"
15/03/2020,31,6.1,18.5,29.8,6.1,18.4,6.4,49.9,2,100,4.17,rain,0,0,28.8,26.5,38,1022,50.8,13,261.4,22.4,10,,2021-04-19T07:15:42,2021-04-19T19:55:42,0.25,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMTO,76675099999,MMMX"
